supplier_id,supplier_name,supplier_location,spend_year,supplier_category,supplier_subcategory,spend_anonymized
S0410,Supplier_0454,,2023,,,10862.26
S0411,Supplier_0455,,2023,,,1041994.23
S0412,Supplier_0456,,2022,Medical Device,Re-Usables ,1098.53
S0412,Supplier_0457,,2023,Medical Device,,2217.92
S0413,Supplier_0458,,2023,,,15985.0
S0414,Supplier_0459,,2023,,,9337.08
S0414,Supplier_0460,,2022,,,15269.26
S0414,Supplier_0461,,2023,,,22364.15
S0415,Supplier_0462,,2022,Metal Components,Machined Parts,2122510.25
S0415,Supplier_0463,,2023,Metal Components,,2598639.04
S0416,Supplier_0464,,2022,Medical Device,Consumables,1202891.53
S0416,Supplier_0465,,2023,Medical Device,,2091206.52
S0417,Supplier_0466,,2022,Medical Device,Electronics,233854.9
S0417,Supplier_0467,,2023,Medical Device,,332971.7
S0418,Supplier_0468,,2022,Medical Device,Consumables,29196.58
S0418,Supplier_0469,,2023,Medical Device,,33373.15
S0419,Supplier_0470,,2022,Electronics,Laser,3153.29
S0419,Supplier_0471,,2023,Electronics,,1533.48
S0420,Supplier_0472,,2023,,,890.0
S0421,Supplier_0473,,2023,,,15598.86
S0422,Supplier_0474,,2022,Metal Components,Machined Parts,1523724.35
S0422,Supplier_0474,,2023,Metal Components,,1769559.68
S0423,Supplier_0475,,2023,,,25227.74
S0424,Supplier_0476,,2022,,,22544.62
S0424,Supplier_0477,,2023,,,11851.56
S0425,Supplier_0478,,2022,Electronics,Other (Wiring),56451.02
S0425,Supplier_0479,,2023,Electronics,,35633.12
S0426,Supplier_0480,,2023,,,8563.68
S0427,Supplier_0481,,2022,MARCOM,Other,78425.06
S0427,Supplier_0482,,2023,Marcom,,33610.74
S0428,Supplier_0483,,2022,,,4793.95
S0429,Supplier_0484,,2022,Professional Services,Legal ,13935.6
S0430,Supplier_0485,,2022,Plastic Components,Injection Moulding,18816.12
S0430,Supplier_0486,,2023,Plastic Components,,24056.6
S0431,Supplier_0487,,2022,Plastic Components,Other,5423.47
S0432,Supplier_0488,,2022,HR,Recruitment,22824.98
S0432,Supplier_0489,,2023,HR,,50025.0
S0433,Supplier_0490,,2022,Professional Services,Legal ,9154.74
S0433,Supplier_0491,,2023,Professional Services,,1654.48
S0434,Supplier_0492,,2022,,,28081.98
S0434,Supplier_0493,,2023,,,5731.83
S0435,Supplier_0494,,2022,Travel,"Hotel, Meeting & Congres",18975.33
S0436,Supplier_0495,,2022,,,1654.33
S0437,Supplier_0496,,2022,Metal Components,Machined Parts,159869.72
S0437,Supplier_0497,,2023,Metal Components,,272146.23
S0438,Supplier_0498,,2023,,,19484.08
S0439,Supplier_0499,,2022,Professional Services,Legal ,1849.57
S0440,Supplier_0500,,2022,,,1041.83
S0441,Supplier_0501,,2023,,,8748.57
S0442,Supplier_0502,,2023,,,43561.32
S0443,Supplier_0503,,2023,,,11554.72
S0444,Supplier_0504,,2022,,,5314.42
S0445,Supplier_0505,,2022,,,70557.07
S0446,Supplier_0506,,2022,Professional Services,Finance (Accountancy),9732.37
S0446,Supplier_0507,,2023,Professional Services,,3004.23
S0447,Supplier_0508,,2023,,,131.3
S0448,Supplier_0502,,2023,,,97966.98
S0449,Supplier_0509,,2023,,,51111.27
S0450,Supplier_0510,,2022,,,37329.88
S0450,Supplier_0511,,2023,,,471.7
S0451,Supplier_0512,,2022,HR,Education,38550.0
S0451,Supplier_0513,,2023,HR,,79756.19
S0452,Supplier_0514,,2022,,,4317.45
S0453,Supplier_0515,,2022,Professional Services,Legal ,72710.5
S0453,Supplier_0516,,2023,Professional Services,,28058.49
S0454,Supplier_0517,,2023,,,71.53
S0455,Supplier_0518,,2022,IT ,Software ,82590.19
S0455,Supplier_0519,,2023,I.T,,101161.99
S0456,Supplier_0520,,2023,,,96167.45
S0457,Supplier_0521,,2023,,,1861698.97
S0458,Supplier_0522,,2022,,,3790.0
S0459,Supplier_0523,,2022,,,58164.86
S0459,Supplier_0524,,2023,,,58867.92
S0460,Supplier_0525,,2022,Metal Components,Machined Parts,4651.5
S0460,Supplier_0526,,2023,Metal Components,,7000.74
S0461,Supplier_0527,,2023,,,10800.0
S0461,Supplier_0528,,2023,,,2502.08
S0461,Supplier_0529,,2022,,,23180.0
S0462,Supplier_0530,,2022,Travel,"Hotel, Meeting & Congres",30000.0
S0463,Supplier_0531,,2022,Professional Services,Legal ,12528.68
S0463,Supplier_0532,,2023,Professional Services,,6703.73
S0464,Supplier_0533,,2023,,,3132.08
S0465,Supplier_0534,,2022,Medical Device,Consumables,29903.38
S0465,Supplier_0535,,2023,Medical Device,,297108.74
S0466,Supplier_0536,,2022,Sub-Contracting,Assembly,233404.21
S0466,Supplier_0537,,2023,Sub-Contracting,,678344.3
S0467,Supplier_0538,,2022,Professional Services,Other,4218.06
S0468,Supplier_0539,,2022,,,3963.3
S0468,Supplier_0540,,2023,,,40987.17
S0469,Supplier_0541,,2022,Medical Device,Re-Usables ,63211.75
S0469,Supplier_0541,,2023,Medical Device,,42375.05
S0470,Supplier_0542,,2023,,,48565.05
S0471,Supplier_0543,,2023,,,95900.38
S0472,Supplier_0544,,2023,,,178395.54
S0473,Supplier_0545,,2022,Plastic Components,Injection Moulding,60760.04
S0473,Supplier_0546,,2023,Medical Device,,91137.96
S0474,Supplier_0547,,2022,,,3034.95
S0474,Supplier_0548,,2023,,,1914.15
S0475,Supplier_0549,,2023,,,38408.87
S0475,Supplier_0550,,2023,,,649.33
S0476,Supplier_0551,,2023,,,469.92
S0477,Supplier_0552,,2023,,,16771.7
S0478,Supplier_0553,,2023,,,1028.3
S0479,Supplier_0554,,2023,,,86371.48
S0480,Supplier_0555,,2022,Plastic Components,Injection Moulding,155932.4
S0480,Supplier_0556,,2023,Plastic Components,,151278.3
S0481,Supplier_0557,,2022,Plastic Components,Injection Moulding,379693.46
S0481,Supplier_0558,,2023,Plastic Components,,629152.54
S0482,Supplier_0559,,2022,Travel,"Hotel, Meeting & Congres",25479.04
S0482,Supplier_0560,,2023,Travel,,896.23
S0483,Supplier_0561,,2023,,,1005.64
S0484,Supplier_0562,,2022,,,687.0
S0485,Supplier_0563,,2023,,,170.0
S0486,Supplier_0564,,2023,,,2250.0
S0487,Supplier_0565,,2023,,,122.2
S0487,Supplier_0566,,2023,,,298.0
S0487,Supplier_0567,,2023,,,2380.0
S0487,Supplier_0568,,2023,,,2677.5
S0488,Supplier_0569,,2023,,,212.06
S0489,Supplier_0570,,2023,,,214.2
S0490,Supplier_0571,,2023,,,1102.5
S0490,Supplier_0572,,2022,,,60.6
S0491,Supplier_0573,,2022,Travel,"Hotel, Meeting & Congres",17988.0
S0491,Supplier_0574,,2023,Travel,,27651.0
S0492,Supplier_0575,,2022,,,3827.93
S0492,Supplier_0576,,2023,,,1124.55
S0493,Supplier_0577,,2022,,,1950.0
S0493,Supplier_0578,,2023,,,1950.0
S0494,Supplier_0579,,2022,,,1030.2
S0495,Supplier_0580,,2023,,,960.0
S0496,Supplier_0581,,2023,,,1195.14
S0497,Supplier_0582,,2023,,,10119.7
S0498,Supplier_0583,,2023,,,9597.89
S0499,Supplier_0584,,2022,Logistics & transport,Freight - Other,89730.8
S0499,Supplier_0585,,2023,Logistics & Transport,,92632.8
S0500,Supplier_0586,,2022,,,5595.5
S0500,Supplier_0587,,2023,,,8016.06
S0501,Supplier_0588,,2022,,,2739.99
S0502,Supplier_0589,,2022,MARCOM,Other,19060.0
S0502,Supplier_0590,,2023,Marcom,,27405.7
S0503,Supplier_0591,,2023,,,16184.73
S0504,Supplier_0592,,2022,,,2520.63
S0505,Supplier_0593,,2022,Medical Device,Electronics,1199200.0
S0506,Supplier_0594,,2022,,,825.0
S0506,Supplier_0595,,2023,,,1500.0
S0507,Supplier_0596,,2023,,,12.74
S0508,Supplier_0597,,2023,,,128590.0
S0509,Supplier_0598,,2022,Travel,"Hotel, Meeting & Congres",45569.0
S0510,Supplier_0599,,2022,Travel,"Hotel, Meeting & Congres",15571.5
S0511,Supplier_0600,,2022,,,4900.0
S0512,Supplier_0601,,2023,,,1849.09
S0513,Supplier_0602,,2022,MARCOM,Research,17750.0
S0514,Supplier_0603,,2022,Plastic Components,Thermoforming,152325.01
S0514,Supplier_0604,,2023,Plastic Components,,140845.74
S0515,Supplier_0605,,2022,Medical Device,Consumables,27289.44
S0515,Supplier_0606,,2023,Medical Device,,29563.56
S0516,Supplier_0607,,2022,IT ,Software ,26448.0
S0516,Supplier_0608,,2023,I.T,,26448.0
S0517,Supplier_0609,,2022,MARCOM,Research,13950.0
S0518,Supplier_0610,,2022,,,3781.25
S0518,Supplier_0611,,2023,,,21468.75
S0519,Supplier_0612,,2023,,,2400.0
S0520,Supplier_0613,,2022,,,3002.0
S0521,Supplier_0614,,2022,Plastic Components,Injection Moulding,41545.72
S0521,Supplier_0615,,2023,Plastic Components,,12850.32
S0521,Supplier_0616,,2023,Plastic Components,,20236.0
S0522,Supplier_0617,,2023,,,3600.0
S0523,Supplier_0618,,2022,,,4400.0
S0523,Supplier_0619,,2023,,,21053.33
S0524,Supplier_0620,,2022,Electronics,Other,1336.0
S0524,Supplier_0621,,2023,Electronics,,1539.31
S0525,Supplier_0622,,2022,,,3000.0
S0526,Supplier_0623,,2022,,,14005.13
S0526,Supplier_0624,,2023,,,1164.77
S0527,Supplier_0625,,2022,Packaging,Other (Polymer Packaging),2886.74
S0527,Supplier_0626,,2023,Packaging,,14345.22
S0528,Supplier_0627,,2022,,,2700.0
S0529,Supplier_0628,,2023,,,10491.84
S0530,Supplier_0629,,2023,,,27818.18
S0531,Supplier_0630,,2023,,,5000.0
S0532,Supplier_0631,,2023,,,16636.66
S0533,Supplier_0632,,2022,Metal Components,Other (Fasteners),18220.64
S0533,Supplier_0633,,2023,Metal Components,,31154.29
S0534,Supplier_0634,,2022,IT ,Software ,389632.58
S0534,Supplier_0635,,2023,I.T,,800051.56
S0535,Supplier_0636,,2022,,,3025.0
S0536,Supplier_0637,,2022,,,14931.95
S0537,Supplier_0638,,2022,,,152.61
S0537,Supplier_0639,,2023,,,1158.68
S0538,Supplier_0640,,2023,,,448.8
S0538,Supplier_0641,,2022,,,4773.6
S0539,Supplier_0642,,2022,,,968.48
S0540,Supplier_0643,,2022,IT ,Software ,153007.5
S0540,Supplier_0644,,2023,I.T,,128386.75
S0541,Supplier_0645,,2022,,,342.94
S0542,Supplier_0646,,2023,,,4814.77
S0543,Supplier_0647,,2022,,,12510.97
S0544,Supplier_0648,,2022,Plastic Components,Injection Moulding,182699.2
S0544,Supplier_0649,,2023,Plastic Components,,54115.8
S0545,Supplier_0650,,2022,Sub-Contracting,Sterilization,2527.55
S0545,Supplier_0651,,2023,Sub-Contracting,,18927.24
S0546,Supplier_0652,,2023,,,5540.37
S0547,Supplier_0653,,2022,Pharma,Other,8997.66
S0548,Supplier_0654,,2022,Sub-Contracting,Sterilization,293918.34
S0548,Supplier_0655,,2023,Sub-Contracting,,346304.68
S0549,Supplier_0656,,2022,,,270.0
S0550,Supplier_0657,,2022,Medical Device,Electronics,913941.14
S0550,Supplier_0658,,2023,Medical Device,,1399048.04
S0551,Supplier_0659,,2022,Medical Device,Re-Usables ,37730.28
S0551,Supplier_0660,,2023,Medical Device,,14846.16
S0552,Supplier_0661,,2022,Medical Device,Re-Usables ,85002.16
S0552,Supplier_0662,,2023,Medical Device,,78397.43
S0553,Supplier_0663,,2023,Electronics,,110284.59
S0554,Supplier_0664,,2022,Plastic Components,Injection Moulding,222993.78
S0554,Supplier_0665,,2023,Plastic Components,,509913.68
S0555,Supplier_0666,,2022,,,2162.83
S0555,Supplier_0667,,2023,,,2255.34
S0556,Supplier_0668,,2022,,,70.28
S0556,Supplier_0669,,2023,,,77.35
S0557,Supplier_0670,,2022,Plastic Components,Other,3912.0
S0557,Supplier_0671,,2023,Plastic Components,,1388.0
S0558,Supplier_0672,,2023,,,18850.0
S0559,Supplier_0673,,2022,,,840.0
S0560,Supplier_0674,,2022,,,4251.44
S0560,Supplier_0675,,2023,,,1918.19
S0561,Supplier_0676,,2022,Electronics,Components,35419.0
S0561,Supplier_0677,,2023,Electronics,,20792.87
S0562,Supplier_0678,,2023,,,0.0
S0563,Supplier_0679,,2022,Professional Services,Legal ,11450.0
S0563,Supplier_0680,,2023,Professional Services,,7275.0
S0564,Supplier_0681,,2022,IT ,Software ,14000.0
S0564,Supplier_0682,,2023,I.T,,28980.0
S0565,Supplier_0683,,2022,,,814.93
S0565,Supplier_0684,,2023,,,3950.0
S0566,Supplier_0685,,2022,IT ,Software ,2390.0
S0566,Supplier_0686,,2023,I.T,,4780.0
S0567,Supplier_0687,,2023,,,6313.0
S0568,Supplier_0688,,2022,MARCOM,Advertising ,302.53
S0569,Supplier_0689,,2023,,,500.0
S0570,Supplier_0690,,2022,MARCOM,Research,16038.6
S0570,Supplier_0691,,2023,Marcom,,2480.11
S0571,Supplier_0692,,2022,IT ,Software ,32043.84
S0571,Supplier_0693,,2023,I.T,,7733.73
S0572,Supplier_0694,,2023,,,2000.0
S0573,Supplier_0695,,2022,Medical Device,Re-Usables ,2130.0
S0573,Supplier_0696,,2023,Medical Device,,6390.0
S0574,Supplier_0697,,2022,Metal Components,Machined Parts,35292.53
S0574,Supplier_0698,,2023,Metal Components,,50462.5
S0575,Supplier_0699,,2022,,,2740.63
S0575,Supplier_0700,,2023,,,-39.07
S0576,Supplier_0701,,2022,IT ,Tele- and datacom,114.7
S0577,Supplier_0702,,2023,,,14000.0
S0578,Supplier_0703,,2023,,,32705.0
S0579,Supplier_0704,,2023,,,147200.0
S0580,Supplier_0705,,2022,,,3006.66
S0581,Supplier_0706,,2022,IT ,Software ,110249.4
S0581,Supplier_0707,,2023,I.T,,105532.29
S0582,Supplier_0708,,2022,Facility Management,Catering and vending machines,305.55
S0582,Supplier_0709,,2023,Facility Management,,308.7
S0583,Supplier_0710,,2022,,,25111.3
S0583,Supplier_0711,,2023,,,18358.99
S0584,Supplier_0712,,2022,Pharma,Liquids,8670549.39
S0584,Supplier_0713,,2023,Pharma,,9660009.23
S0585,Supplier_0714,,2022,,,199.0
S0585,Supplier_0715,,2022,,,188.0
S0586,Supplier_0716,,2022,Electronics,Panels,3616.37
S0587,Supplier_0717,,2022,Travel,"Hotel, Meeting & Congres",23603.73
S0588,Supplier_0718,,2022,,,5973.13
S0588,Supplier_0719,,2023,,,2420.45
S0589,Supplier_0720,,2023,,,12360.06
S0590,Supplier_0721,,2023,,,-44913.79
S0591,Supplier_0722,,2022,MARCOM,Research,139959.3
S0591,Supplier_0723,,2023,Marcom,,129021.31
S0592,Supplier_0724,,2022,Metal Components,Machined Parts,36748.47
S0592,Supplier_0725,,2023,Metal Components,,25246.35
S0593,Supplier_0726,,2022,Medical Device,Consumables,353490.27
S0593,Supplier_0727,,2023,Medical Device,,699110.0
S0594,Supplier_0728,,2022,Medical Device,Electronics,22606.52
S0594,Supplier_0729,,2023,Medical Device,,1992.26
S0595,Supplier_0730,,2023,,,4749.64
S0596,Supplier_0731,,2022,Plastic Components,Other,119.57
S0597,Supplier_0732,,2022,IT ,Software ,31575.0
S0597,Supplier_0733,,2023,I.T,,23800.0
S0598,Supplier_0734,,2022,,,3688.0
S0599,Supplier_0735,,2022,IT ,Software ,15566.0
S0599,Supplier_0736,,2023,I.T,,52621.2
S0600,Supplier_0737,,2022,Travel,"Hotel, Meeting & Congres",182755.94
S0601,Supplier_0738,,2023,,,5965.3
S0602,Supplier_0739,,2022,,,2761.0
S0603,Supplier_0740,,2022,,,2741.0
S0604,Supplier_0741,,2022,Travel,"Hotel, Meeting & Congres",176224.0
S0604,Supplier_0742,,2023,Travel,,400.0
S0605,Supplier_0743,,2022,Travel,"Hotel, Meeting & Congres",16602.0
S0605,Supplier_0744,,2023,Travel,,19511.24
S0606,Supplier_0745,,2023,,,1080.0
S0607,Supplier_0746,,2022,Medical Device,Consumables,1723620.46
S0607,Supplier_0747,,2023,Medical Device,,2274225.43
S0608,Supplier_0748,,2023,,,3584.28
S0609,Supplier_0749,,2022,Electronics,Pneumatic,43069.0
S0609,Supplier_0750,,2023,Electronics,,46125.0
S0610,Supplier_0751,,2022,,,17520.18
S0610,Supplier_0362,,2023,,,44583.03
S0611,Supplier_0752,,2022,Electronics,Components,59688.12
S0611,Supplier_0753,,2023,Electronics,,125113.49
S0612,Supplier_0754,,2023,,,2220.25
S0613,Supplier_0755,,2022,Travel,Other travel,24776.82
S0613,Supplier_0756,,2023,Travel,,25430.97
S0614,Supplier_0757,,2023,,,266.0
S0615,Supplier_0758,,2022,Plastic Components,Injection Moulding,114249.0
S0615,Supplier_0759,,2023,Plastic Components,,77320.0
S0616,Supplier_0760,,2022,Professional Services,Legal ,293.13
S0616,Supplier_0761,,2023,Professional Services,,8536.45
S0617,Supplier_0762,,2022,,,14000.0
S0618,Supplier_0763,,2023,Professional Services,,1941733.01
S0619,Supplier_0764,,2022,,,190.0
S0620,Supplier_0765,,2023,,,3300.0
S0621,Supplier_0766,,2023,,,50000.0
S0622,Supplier_0767,,2022,,,595.66
S0623,Supplier_0768,,2022,,,1987.92
S0624,Supplier_0769,,2023,,,11650.0
S0625,Supplier_0567,,2023,,,5500.0
S0626,Supplier_0770,,2023,,,3906.97
S0627,Supplier_0771,,2023,,,13133.33
S0628,Supplier_0772,,2022,HR,Education,39186.82
S0629,Supplier_0773,,2022,IT ,Software ,11402.88
S0629,Supplier_0774,,2023,I.T,,11973.71
S0630,Supplier_0775,,2022,IT ,Software ,2520.0
S0630,Supplier_0776,,2023,I.T,,2520.0
S0631,Supplier_0777,,2022,,,500.0
S0632,Supplier_0778,,2023,,,26583.84
S0633,Supplier_0779,,2022,,,400.0
S0634,Supplier_0780,,2023,,,25321.68
S0635,Supplier_0781,,2023,Professional Services,,206138.0
S0636,Supplier_0782,,2022,,,1860.0
S0637,Supplier_0783,,2022,IT ,Software ,42477.53
S0637,Supplier_0784,,2023,I.T,,47091.51
S0638,Supplier_0785,,2022,Travel,"Hotel, Meeting & Congres",7798.0
S0638,Supplier_0786,,2023,Travel,,9743.6
S0639,Supplier_0787,,2022,Travel,"Hotel, Meeting & Congres",23315.5
S0640,Supplier_0788,,2022,,,1100.89
S0641,Supplier_0789,,2023,,,178.54
S0642,Supplier_0790,,2022,IT ,Software ,2050.32
S0643,Supplier_0791,,2023,,,4000.0
S0643,Supplier_0792,,2023,,,2900.0
S0644,Supplier_0793,,2022,,,5366.66
S0645,Supplier_0794,,2023,,,-2986.25
S0646,Supplier_0795,,2023,,,1668.8
S0647,Supplier_0796,,2022,IT ,Software ,8787.97
S0647,Supplier_0797,,2023,I.T,,10421.32
S0648,Supplier_0798,,2022,Medical Device,Consumables,4140.0
S0648,Supplier_0799,,2023,Medical Device,,5334.0
S0649,Supplier_0800,,2022,Glass ,Other,52309.2
S0649,Supplier_0801,,2023,Glass ,,68369.23
S0650,Supplier_0802,,2023,,,63045.3
S0651,Supplier_0803,,2022,Medical Device,Re-Usables ,11364.29
S0651,Supplier_0804,,2023,Medical Device,,15907.8
S0652,Supplier_0805,,2023,,,8048.6
S0653,Supplier_0806,,2022,Medical Device,Consumables,7808.64
S0653,Supplier_0807,,2023,Medical Device,,4012.0
S0653,Supplier_0808,,2022,,,15.6
S0653,Supplier_0809,,2023,,,2820.8
S0654,Supplier_0810,,2022,,,6156.8
S0655,Supplier_0811,,2023,,,229.23
S0656,Supplier_0812,,2022,,,2326.04
S0657,Supplier_0813,,2022,Professional Services,Legal ,22252.61
S0657,Supplier_0814,,2023,Professional Services,,2978.48
S0658,Supplier_0815,,2022,,,2285.0
S0659,Supplier_0816,,2022,Plastic Components,Injection Moulding,1756.2
S0659,Supplier_0817,,2023,Plastic Components,,3561.22
S0660,Supplier_0818,,2022,,,770.0
S0660,Supplier_0819,,2023,,,2067.0
S0661,Supplier_0820,,2022,,,1248.0
S0661,Supplier_0821,,2023,,,1853.1
S0662,Supplier_0822,,2022,Travel,"Hotel, Meeting & Congres",27280.0
S0663,Supplier_0823,,2023,,,1500.0
S0664,Supplier_0824,,2022,,,3219.2
S0664,Supplier_0825,,2023,,,1986.06
S0665,Supplier_0826,,2022,,,2801.66
S0666,Supplier_0827,,2022,HR,Education,26133.91
S0666,Supplier_0828,,2023,HR,,29935.2
S0667,Supplier_0829,,2023,,,55000.0
S0668,Supplier_0830,,2023,,,2000.0
S0669,Supplier_0831,,2023,,,6509.3
S0670,Supplier_0832,,2022,,,5297.77
S0670,Supplier_0833,,2023,,,3541.98
S0671,Supplier_0834,,2022,Fibres ,Other,23538.0
S0671,Supplier_0835,,2023,Fibers,,27360.0
S0672,Supplier_0836,,2023,,,16623.0
S0672,Supplier_0837,,2023,,,3320.0
S0673,Supplier_0838,,2022,,,2305.2
S0674,Supplier_0839,,2022,,,11571.26
S0675,Supplier_0840,,2022,Professional Services,Legal ,35537.0
S0675,Supplier_0841,,2023,Professional Services,,23150.36
S0676,Supplier_0842,,2022,Travel,"Hotel, Meeting & Congres",120594.46
S0676,Supplier_0843,,2023,Travel,,15000.0
S0677,Supplier_0844,,2023,,,139.8
S0678,Supplier_0845,,2022,MARCOM,Advertising ,4758.14
S0678,Supplier_0846,,2023,Marcom,,2321.36
S0679,Supplier_0847,,2022,Metal Components,Machined Parts,129744.26
S0679,Supplier_0092,,2023,Metal components,,362711.64
S0680,Supplier_0848,,2023,,,598.0
S0681,Supplier_0849,,2022,,,1287.8
S0682,Supplier_0850,,2022,Electronics,Components,250153.3
S0682,Supplier_0851,,2023,Electronics,,310927.6
S0683,Supplier_0852,,2022,Travel,"Hotel, Meeting & Congres",78136.0
S0683,Supplier_0853,,2023,Travel,,19200.0
S0684,Supplier_0854,,2022,Plastic Components,Injection Moulding,295679.4
S0684,Supplier_0855,,2023,Plastic Components,,75363.8
S0685,Supplier_0856,,2022,Metal Components,Other,109034.49
S0685,Supplier_0857,,2023,Metal Components,,157582.55
S0686,Supplier_0858,,2022,Travel,"Hotel, Meeting & Congres",50800.0
S0686,Supplier_0858,,2023,Travel,,38213.0
S0687,Supplier_0859,,2022,Medical Device,Consumables,551.7
S0687,Supplier_0860,,2023,Medical Device,,367.8
S0688,Supplier_0861,,2022,Metal Components,Other (Exotic Metals),275267.02
S0688,Supplier_0861,,2023,Metal Components,,403443.53
S0689,Supplier_0862,,2022,,,1954.28
S0689,Supplier_0863,,2023,,,3169.57
S0690,Supplier_0864,,2023,,,10605.0
S0691,Supplier_0865,,2022,,,21675.61
S0692,Supplier_0866,,2022,Professional Services,Legal ,12257.0
S0692,Supplier_0867,,2023,Professional Services,,21176.0
S0693,Supplier_0868,,2022,,,15625.65
S0694,Supplier_0869,,2023,,,2803.4
S0695,Supplier_0870,,2022,,,572.86
S0696,Supplier_0871,,2022,Facility Management,Cleaning services,7641.95
S0696,Supplier_0871,,2023,Facility Management,,11887.82
S0697,Supplier_0872,,2022,Plastic Components,Injection Moulding,1549.77
S0697,Supplier_0873,,2023,Metal Components,,1898.97
S0698,Supplier_0874,,2022,Fleet,Lease,16153.59
S0698,Supplier_0875,,2023,Fleet,,17021.3
S0699,Supplier_0876,,2022,CAPEX (Machines) ,Machines,111660.75
S0699,Supplier_0877,,2023,Capex (Machines) ,,4451.94
S0700,Supplier_0878,,2022,Travel,"Hotel, Meeting & Congres",31467.0
S0700,Supplier_0879,,2023,Travel,,46728.0
S0701,Supplier_0880,,2023,,,4326.4
S0702,Supplier_0881,,2023,,,569830.0
S0703,Supplier_0882,,2022,HR,Flexible employment,23588.55
S0703,Supplier_0883,,2023,HR,,64802.98
S0704,Supplier_0884,,2022,,,2995.0
S0704,Supplier_0885,,2023,,,2995.0
S0705,Supplier_0886,,2022,Electronics,Components,360179.19
S0705,Supplier_0887,,2023,Electronics,,397551.6
S0706,Supplier_0888,,2022,Plastic Components,Thermoforming,42452.48
S0706,Supplier_0889,,2023,Plastic Components,,49365.61
S0707,Supplier_0890,,2022,,,13487.94
S0707,Supplier_0891,,2023,,,36954.55
S0708,Supplier_0892,,2022,Metal Components,Machined Parts,9933.5
S0708,Supplier_0893,,2023,Metal Components,,13425.84
S0709,Supplier_0894,,2022,,,58376.5
S0710,Supplier_0895,,2022,,,33059.0
S0710,Supplier_0896,,2023,,,56135.75
S0711,Supplier_0897,,2022,MARCOM,Other,33633.07
S0711,Supplier_0898,,2023,Marcom,,107864.53
S0712,Supplier_0899,,2022,,,6781.14
S0712,Supplier_0358,,2023,,,7272.0
S0713,Supplier_0900,,2022,,,400.0
S0714,Supplier_0901,,2022,Travel,Other travel,6030.0
S0714,Supplier_0902,,2023,Travel,,6030.0
S0715,Supplier_0903,,2022,IT ,Software ,27036.9
S0715,Supplier_0904,,2023,I.T,,26712.77
S0716,Supplier_0905,,2022,Fleet,Lease,26338.53
S0716,Supplier_0906,,2023,Fleet,,32146.07
S0717,Supplier_0907,,2022,Electronics,Laser,1437616.14
S0717,Supplier_0908,,2023,Electronics,,2407537.48
S0718,Supplier_0909,,2022,Plastic Components,Other,793.5
S0718,Supplier_0910,,2023,Plastic Components,,397.0
S0719,Supplier_0911,,2022,Travel,"Hotel, Meeting & Congres",15540.0
S0720,Supplier_0912,,2022,,,4411.72
S0720,Supplier_0913,,2023,,,391.14
S0721,Supplier_0914,,2022,,,1448.25
S0721,Supplier_0915,,2023,,,531.3
S0722,Supplier_0916,,2023,,,540962.72
S0723,Supplier_0917,,2022,,,30751.37
S0724,Supplier_0918,,2022,Plastic Components,Injection Moulding,1573.14
S0725,Supplier_0919,,2022,Electronics,Other (Equipment),29157.1
S0725,Supplier_0920,,2023,Electronics,,56943.65
S0726,Supplier_0921,,2022,,,659.47
S0727,Supplier_0922,,2022,,,3834.01
S0727,Supplier_0923,,2023,,,13331.01
S0728,Supplier_0924,,2022,,,7500.0
S0729,Supplier_0925,,2023,,,595.0
S0730,Supplier_0926,,2023,,,2165.41
S0731,Supplier_0927,,2023,,,410.0
S0732,Supplier_0928,,2023,,,1226.89
S0733,Supplier_0929,,2023,,,2975.0
S0734,Supplier_0930,,2023,,,96.0
S0735,Supplier_0931,,2023,,,3102.19
S0736,Supplier_0932,,2023,,,521.9
S0737,Supplier_0933,,2023,,,21181.05
S0738,Supplier_0934,,2022,,,1499.0
S0739,Supplier_0935,,2023,Professional Services,,276494.05
S0740,Supplier_0936,,2022,HR,Flexible employment,85666.7
S0740,Supplier_0937,,2023,HR,,67256.0
S0741,Supplier_0938,,2022,,,8640.0
S0741,Supplier_0939,,2023,Professional Services,,107018.16
S0742,Supplier_0940,,2022,Medical Device,Consumables,8764.9
S0742,Supplier_0941,,2023,Medical Device,,496.1
S0743,Supplier_0942,,2023,Professional Services,,323798.33
S0744,Supplier_0943,,2022,Electronics,Components,93112.5
S0744,Supplier_0944,,2023,Electronics,,77878.75
S0745,Supplier_0945,,2022,Property,Maintenance ,597.5
S0745,Supplier_0946,,2023,Property,,2605.68
S0746,Supplier_0947,,2022,,,1556.25
S0747,Supplier_0948,,2022,CAPEX (Machines) ,Maintenance ,21645.16
S0747,Supplier_0949,,2023,Capex (Machines) ,,27249.5
S0748,Supplier_0950,,2022,Metal Components,Machined Parts,415927.04
S0748,Supplier_0951,,2023,Metal Components,,417330.12
S0749,Supplier_0952,,2023,,,677.6
S0750,Supplier_0953,,2023,,,262.0
S0751,Supplier_0954,,2023,,,907.5
S0752,Supplier_0955,,2023,,,187.31
S0753,Supplier_0956,,2023,,,14368.5
S0754,Supplier_0957,,2023,,,35057.87
S0755,Supplier_0958,,2023,,,540.0
S0756,Supplier_0959,,2023,,,21417.0
S0757,Supplier_0960,,2023,,,19546.33
S0758,Supplier_0961,,2023,,,5856.5
S0759,Supplier_0962,,2023,,,139.31
S0760,Supplier_0963,,2023,,,11505.34
S0761,Supplier_0964,,2023,,,1609.51
